id,vehicle_trip_trip_id,vehicle_trip_start_time,vehicle_trip_start_date,vehicle_trip_schedule_relationship,vehicle_trip_route_id,vehicle_trip_direction_id,vehicle_position_latitude,vehicle_position_longitude,vehicle_position_bearing,vehicle_current_stop_sequence,vehicle_current_status,vehicle_timestamp,vehicle_stop_id,vehicle_vehicle_id,vehicle_vehicle_label,vehicle_occupancy_status,vehicle_occupancy_percentage,vehicle_multi_carriage_details,vehicle_position_speed
G-10052,61804293,13:04:00,20240530,SCHEDULED,Green-C,1.0,42.35614,-71.06243,30.0,610.0,IN_TRANSIT_TO,1717090437,70201,G-10052,3653-3870,,,"[{'label': '3653', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3870', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",
y3318,62216592,13:35:00,20240530,SCHEDULED,441442,0.0,42.41365,-70.99204,45.0,1.0,STOPPED_AT,1717090450,15795,y3318,3318,FEW_SEATS_AVAILABLE,60.0,,
G-10330,ADDED-1581923759,13:20:02,20240530,ADDED,Green-E,0.0,42.36705,-71.06847,125.0,10.0,INCOMING_AT,1717090407,70208,G-10330,3620-3839,,,"[{'label': '3620', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3839', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",
y3156,61870858,13:10:00,20240530,SCHEDULED,92,0.0,42.37541,-71.064156,0.0,9.0,IN_TRANSIT_TO,1717090474,2837,y3156,3156,MANY_SEATS_AVAILABLE,0.0,,
y3200,61394300,13:33:00,20240530,SCHEDULED,57,0.0,42.349396,-71.10003,297.0,2.0,IN_TRANSIT_TO,1717090475,951,y3200,3200,MANY_SEATS_AVAILABLE,20.0,,
y3329,62216553,13:45:00,20240530,SCHEDULED,442,1.0,42.5078,-70.8459,90.0,1.0,STOPPED_AT,1717090455,4807,y3329,3329,MANY_SEATS_AVAILABLE,20.0,,
y1313,BL-39091818,,,UNSCHEDULED,Shuttle-Generic,,42.352314,-71.046684,0.0,,IN_TRANSIT_TO,1717090460,,y1313,1313,MANY_SEATS_AVAILABLE,0.0,,
1817,CR-670115-081,13:00:00,20240530,SCHEDULED,CR-Greenbush,0.0,42.22296,-70.964874,55.0,40.0,IN_TRANSIT_TO,1717090444,GRB-0146-S,1817,1817,,,,8.9
G-10375,61805004,13:33:00,20240530,SCHEDULED,Green-D,1.0,42.33254,-71.11694,45.0,410.0,STOPPED_AT,1717090451,70180,G-10375,3604,,,"[{'label': '3604', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}]",5.4
y1805,61392579,13:21:00,20240530,SCHEDULED,22,0.0,42.322334,-71.09859,175.0,7.0,IN_TRANSIT_TO,1717090477,1265,y1805,1805,MANY_SEATS_AVAILABLE,20.0,,
G-10187,61804840,13:32:00,20240530,SCHEDULED,Green-E,0.0,42.39974,-71.11095,151.0,6.0,INCOMING_AT,1717090475,70508,G-10187,3651-3805,,,"[{'label': '3651', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3805', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",8.1
y3320,62216652,12:35:00,20240530,SCHEDULED,450,1.0,42.36399,-71.05824,315.0,52.0,IN_TRANSIT_TO,1717090460,8309,y3320,3320,MANY_SEATS_AVAILABLE,40.0,,
y3141,61849135,12:50:00,20240530,SCHEDULED,350,1.0,42.41485,-71.15159,0.0,55.0,IN_TRANSIT_TO,1717090476,2260,y3141,3141,FEW_SEATS_AVAILABLE,40.0,,
y1283,61945374,13:26:00,20240530,SCHEDULED,749,1.0,42.344433,-71.065735,23.0,8.0,STOPPED_AT,1717090474,5095,y1283,1283,FEW_SEATS_AVAILABLE,40.0,,
y1880,61393231,13:10:00,20240530,SCHEDULED,8,0.0,42.3347,-71.08969,135.0,16.0,IN_TRANSIT_TO,1717090450,11592,y1880,1880,MANY_SEATS_AVAILABLE,0.0,,
y3116,61870352,13:10:00,20240530,SCHEDULED,90,1.0,42.389187,-71.07759,343.0,29.0,IN_TRANSIT_TO,1717090475,28742,y3116,3116,MANY_SEATS_AVAILABLE,0.0,,
1827,CR-670314-875,13:05:00,20240530,SCHEDULED,CR-Providence,0.0,42.21098,-71.146545,,40.0,STOPPED_AT,1717090446,NEC-2173-01,1827,1827,,,,
y2008,61871411,13:20:00,20240530,SCHEDULED,112,0.0,42.380627,-71.02398,248.0,1.0,STOPPED_AT,1717090474,5666,y2008,2008,MANY_SEATS_AVAILABLE,0.0,,
y2062,61871029,13:27:00,20240530,SCHEDULED,109,0.0,42.38436,-71.07481,135.0,2.0,IN_TRANSIT_TO,1717090450,5504,y2062,2062,MANY_SEATS_AVAILABLE,40.0,,
y3137,61849588,13:20:00,20240530,SCHEDULED,64,1.0,42.3536,-71.13726,78.0,12.0,STOPPED_AT,1717090475,1110,y3137,3137,MANY_SEATS_AVAILABLE,20.0,,
y1430,62216333,12:50:00,20240530,SCHEDULED,426,1.0,42.36732,-71.0587,166.0,43.0,IN_TRANSIT_TO,1717090478,2829,y1430,1430,MANY_SEATS_AVAILABLE,20.0,,
1842,CR-670275-817,13:20:00,20240530,SCHEDULED,CR-Providence,0.0,42.315228,-71.10496,198.0,30.0,IN_TRANSIT_TO,1717090451,NEC-2173-01,1842,1842,,,,27.7
y2047,61848707,13:05:00,20240530,SCHEDULED,627,0.0,42.43463,-71.20992,319.0,26.0,IN_TRANSIT_TO,1717090477,8593,y2047,2047,MANY_SEATS_AVAILABLE,20.0,,
G-10340,61804301,13:12:00,20240530,SCHEDULED,Green-C,1.0,42.34308,-71.11768,45.0,270.0,STOPPED_AT,1717090425,70218,G-10340,3888-3718,,,"[{'label': '3888', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3718', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",5.2
y0845,61869149,14:00:00,20240530,SCHEDULED,430,1.0,42.464764,-71.0097,90.0,1.0,STOPPED_AT,1717090450,7474,y0845,0845,MANY_SEATS_AVAILABLE,0.0,,
G-10131,61804504,13:04:00,20240530,SCHEDULED,Green-C,0.0,42.33607,-71.14978,225.0,440.0,STOPPED_AT,1717090459,70237,G-10131,3609-3804,,,"[{'label': '3609', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3804', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",3.0
G-10366,ADDED-1581923749,13:13:39,20240530,ADDED,Green-D,1.0,42.37705,-71.09396,120.0,660.0,STOPPED_AT,1717090426,Union Square-01,G-10366,3611-3811,,,"[{'label': '3611', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3811', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",
y1952,61871372,13:05:00,20240530,SCHEDULED,94,1.0,42.397697,-71.12167,212.0,28.0,IN_TRANSIT_TO,1717090476,5015,y1952,1952,MANY_SEATS_AVAILABLE,0.0,,
y1723,61392313,13:40:00,20240530,SCHEDULED,23,0.0,42.34058,-71.06373,225.0,1.0,STOPPED_AT,1717090450,13321,y1723,1723,MANY_SEATS_AVAILABLE,0.0,,
y1918,61392047,13:04:00,20240530,SCHEDULED,66,1.0,42.332893,-71.11865,167.0,23.0,STOPPED_AT,1717090475,1313,y1918,1918,MANY_SEATS_AVAILABLE,20.0,,
y1605,62145576,13:36:00,20240530,SCHEDULED,31,0.0,42.300842,-71.11325,211.0,1.0,STOPPED_AT,1717090476,875,y1605,1605,MANY_SEATS_AVAILABLE,0.0,,
y1826,61392220,13:30:00,20240530,SCHEDULED,44,1.0,42.31979,-71.09836,180.0,2.0,STOPPED_AT,1717090457,1265,y1826,1826,MANY_SEATS_AVAILABLE,40.0,,
1825,CR-670192-615,12:50:00,20240530,SCHEDULED,CR-Needham,0.0,42.283875,-71.23693,10.0,110.0,IN_TRANSIT_TO,1717090447,NB-0137-S,1825,1825,,,,7.2
y3119,61848768,14:23:00,20240530,SCHEDULED,87,0.0,42.40597,-71.13245,135.0,1.0,STOPPED_AT,1717090450,70500,y3119,3119,MANY_SEATS_AVAILABLE,0.0,,
y1795,61391732,12:47:00,20240530,SCHEDULED,1,0.0,42.37091,-71.11401,315.0,23.0,IN_TRANSIT_TO,1717090401,109,y1795,1795,MANY_SEATS_AVAILABLE,0.0,,
y1873,61391076,13:40:00,20240530,SCHEDULED,23,1.0,42.28399,-71.0637,90.0,1.0,STOPPED_AT,1717090450,334,y1873,1873,FEW_SEATS_AVAILABLE,80.0,,
y3151,61848978,13:35:00,20240530,SCHEDULED,80,1.0,42.41503,-71.15079,90.0,1.0,STOPPED_AT,1717090460,2362,y3151,3151,MANY_SEATS_AVAILABLE,0.0,,
y1780,61391192,13:25:00,20240530,SCHEDULED,11,0.0,42.342834,-71.05683,0.0,6.0,STOPPED_AT,1717090449,151,y1780,1780,MANY_SEATS_AVAILABLE,0.0,,
y1843,61393416,13:00:00,20240530,SCHEDULED,18,1.0,42.327812,-71.05806,15.0,32.0,IN_TRANSIT_TO,1717090477,12940,y1843,1843,MANY_SEATS_AVAILABLE,0.0,,
1724,CR-660321-321,13:20:00,20240530,SCHEDULED,CR-Lowell,0.0,42.44335,-71.14121,30.0,20.0,IN_TRANSIT_TO,1717090457,NHRML-0073-01,1724,1724,,,,11.6
y1911,61391544,13:00:00,20240530,SCHEDULED,9,1.0,42.349754,-71.07867,69.0,27.0,IN_TRANSIT_TO,1717090477,175,y1911,1911,MANY_SEATS_AVAILABLE,0.0,,
y1752,61390945,13:47:00,20240530,SCHEDULED,16,0.0,42.332504,-71.07213,62.0,1.0,STOPPED_AT,1717090476,13,y1752,1752,MANY_SEATS_AVAILABLE,0.0,,
y3104,62216704,12:50:00,20240530,SCHEDULED,455,1.0,42.462757,-70.94855,0.0,47.0,IN_TRANSIT_TO,1717090477,6674,y3104,3104,FEW_SEATS_AVAILABLE,40.0,,
y0904,61928739,13:15:00,20240530,SCHEDULED,211,0.0,42.26836,-71.03001,51.0,30.0,STOPPED_AT,1717090474,3182,y0904,0904,MANY_SEATS_AVAILABLE,0.0,,
y1771,61393322,13:30:00,20240530,SCHEDULED,45,0.0,42.333298,-71.091736,233.0,2.0,IN_TRANSIT_TO,1717090473,11257,y1771,1771,MANY_SEATS_AVAILABLE,0.0,,
G-10054,ADDED-1581923660,12:49:31,20240530,ADDED,Green-C,0.0,42.34996,-71.07792,240.0,120.0,INCOMING_AT,1717090394,70153,G-10054,3865-3707,,,"[{'label': '3865', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3707', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",
y1408,61869349,13:40:00,20240530,SCHEDULED,94,1.0,42.41774,-71.10627,315.0,1.0,STOPPED_AT,1717090450,45002,y1408,1408,MANY_SEATS_AVAILABLE,0.0,,
y3325,62216552,12:50:00,20240530,SCHEDULED,442,1.0,42.41928,-70.99077,0.0,63.0,STOPPED_AT,1717090474,4714,y3325,3325,FEW_SEATS_AVAILABLE,60.0,,
y1818,61393233,12:40:00,20240530,SCHEDULED,8,0.0,42.3284,-71.06815,0.0,32.0,IN_TRANSIT_TO,1717090453,30009,y1818,1818,MANY_SEATS_AVAILABLE,20.0,,
y1859,61393390,13:15:00,20240530,SCHEDULED,19,0.0,42.328537,-71.083374,124.0,6.0,IN_TRANSIT_TO,1717090476,40001,y1859,1859,MANY_SEATS_AVAILABLE,20.0,,
y1456,61869333,13:15:00,20240530,SCHEDULED,101,1.0,42.39761,-71.10009,137.0,28.0,STOPPED_AT,1717090478,5300,y1456,1456,MANY_SEATS_AVAILABLE,40.0,,
y2079,61849255,13:15:00,20240530,SCHEDULED,69,1.0,42.371323,-71.08149,96.0,15.0,STOPPED_AT,1717090477,1413,y2079,2079,MANY_SEATS_AVAILABLE,20.0,,
y2082,61870487,13:10:00,20240530,SCHEDULED,111,0.0,42.389767,-71.03785,75.0,5.0,STOPPED_AT,1717090473,5613,y2082,2082,,,,
y2089,61850006,13:43:00,20240530,SCHEDULED,74,0.0,42.37283,-71.1222,45.0,1.0,STOPPED_AT,1717090469,20761,y2089,2089,MANY_SEATS_AVAILABLE,0.0,,
R-547C9410,61319113,13:14:00,20240530,SCHEDULED,Red,0.0,42.35648,-71.06265,130.0,70.0,STOPPED_AT,1717090437,70075,R-547C9410,1610,,,"[{'label': '1610', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '1611', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '1707', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '1706', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '1749', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '1748', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
y2028,61870060,13:10:00,20240530,SCHEDULED,111,1.0,42.405136,-71.03547,0.0,10.0,STOPPED_AT,1717090466,5595,y2028,2028,MANY_SEATS_AVAILABLE,0.0,,
y1265,61945675,13:27:00,20240530,SCHEDULED,28,1.0,42.27721,-71.09334,3.0,6.0,IN_TRANSIT_TO,1717090476,1726,y1265,1265,FEW_SEATS_AVAILABLE,60.0,,
R-547C9415,61319257,12:51:00,20240530,SCHEDULED,Red,0.0,42.29668,-71.05126,135.0,180.0,IN_TRANSIT_TO,1717090364,70097,R-547C9415,1853,,,"[{'label': '1853', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '1852', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '1804', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '1805', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '1857', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '1856', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
y2068,61871030,13:30:00,20240530,SCHEDULED,101,0.0,42.388573,-71.08562,301.0,4.0,STOPPED_AT,1717090476,2721,y2068,2068,MANY_SEATS_AVAILABLE,20.0,,
y1779,61392046,12:52:00,20240530,SCHEDULED,66,1.0,42.333805,-71.104,0.0,28.0,STOPPED_AT,1717090463,1319,y1779,1779,MANY_SEATS_AVAILABLE,40.0,,
y1649,62145130,14:10:00,20240530,SCHEDULED,36,0.0,42.301525,-71.11035,92.0,1.0,STOPPED_AT,1717090478,10642,y1649,1649,MANY_SEATS_AVAILABLE,0.0,,
y0891,61869386,13:45:00,20240530,SCHEDULED,108,1.0,42.423862,-71.09019,47.0,1.0,STOPPED_AT,1717090476,7412,y0891,0891,FEW_SEATS_AVAILABLE,60.0,,
y1326,61946519,13:34:00,20240530,SCHEDULED,741,1.0,42.36615,-71.01722,0.0,1.0,STOPPED_AT,1717090407,17091,y1326,1326,MANY_SEATS_AVAILABLE,0.0,,
y0795,61929110,13:10:00,20240530,SCHEDULED,225,0.0,42.207077,-70.96515,132.0,27.0,IN_TRANSIT_TO,1717090477,3817,y0795,0795,MANY_SEATS_AVAILABLE,0.0,,
y0799,61929292,13:40:00,20240530,SCHEDULED,236,0.0,42.260006,-71.01012,172.0,1.0,STOPPED_AT,1717090474,32001,y0799,0799,MANY_SEATS_AVAILABLE,0.0,,
y2030,61849893,14:01:00,20240530,SCHEDULED,78,1.0,42.392838,-71.08445,327.0,1.0,STOPPED_AT,1717090475,2464,y2030,2030,MANY_SEATS_AVAILABLE,20.0,,
1835,CR-670063-016,12:43:00,20240530,SCHEDULED,CR-Middleborough,1.0,42.252296,-71.00581,,70.0,STOPPED_AT,1717090455,MM-0079-S,1835,1835,,,,
B-547C942A,62248774,13:16:00,20240530,SCHEDULED,Blue,0.0,42.37549,-71.02923,225.0,60.0,INCOMING_AT,1717090473,70047,B-547C942A,0757,,,"[{'label': '0757', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '0756', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '0723', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '0722', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '0743', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '0742', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
y1941,61849284,13:15:00,20240530,SCHEDULED,69,0.0,42.372646,-71.11608,301.0,17.0,IN_TRANSIT_TO,1717090472,110,y1941,1941,MANY_SEATS_AVAILABLE,20.0,,
y0761,61928765,13:30:00,20240530,SCHEDULED,215,0.0,42.28127,-71.06152,66.0,5.0,STOPPED_AT,1717090476,3376,y0761,0761,MANY_SEATS_AVAILABLE,20.0,,
y1251,61945918,13:08:00,20240530,SCHEDULED,39,0.0,42.331818,-71.11197,169.0,13.0,STOPPED_AT,1717090475,21365,y1251,1251,MANY_SEATS_AVAILABLE,20.0,,
y3149,61849036,13:30:00,20240530,SCHEDULED,83,0.0,42.36905,-71.10118,0.0,5.0,STOPPED_AT,1717090469,2448,y3149,3149,MANY_SEATS_AVAILABLE,20.0,,
y1789,61390940,13:08:00,20240530,SCHEDULED,16,0.0,42.31966,-71.062775,215.0,7.0,IN_TRANSIT_TO,1717090478,362,y1789,1789,FEW_SEATS_AVAILABLE,40.0,,
y3331,62216155,13:13:00,20240530,SCHEDULED,117,0.0,42.40101,-71.0209,0.0,19.0,STOPPED_AT,1717090468,5756,y3331,3331,FEW_SEATS_AVAILABLE,40.0,,
y2045,61849073,14:00:00,20240530,SCHEDULED,83,0.0,42.38748,-71.07299,0.0,1.0,STOPPED_AT,1717090478,2444,y2045,2045,MANY_SEATS_AVAILABLE,0.0,,
y1728,61392586,13:38:00,20240530,SCHEDULED,23,0.0,42.34197,-71.05823,287.0,1.0,STOPPED_AT,1717090474,17862,y1728,1728,,,,
1829,CR-670146-520,13:05:00,20240530,SCHEDULED,CR-Worcester,1.0,42.261692,-71.4841,97.0,40.0,IN_TRANSIT_TO,1717090455,WML-0252-02,1829,1829,,,,13.4
y2073,61848575,13:26:00,20240530,SCHEDULED,71,0.0,42.3747,-71.12858,275.0,4.0,IN_TRANSIT_TO,1717090474,2023,y2073,2073,MANY_SEATS_AVAILABLE,20.0,,
y3138,61870163,13:05:00,20240530,SCHEDULED,110,1.0,42.404716,-71.07613,272.0,33.0,STOPPED_AT,1717090477,6569,y3138,3138,FEW_SEATS_AVAILABLE,40.0,,
y1404,61868944,13:35:00,20240530,SCHEDULED,99,0.0,42.40247,-71.076,90.0,1.0,STOPPED_AT,1717090469,5271,y1404,1404,MANY_SEATS_AVAILABLE,20.0,,
y1981,61849970,13:13:00,20240530,SCHEDULED,74,0.0,42.390884,-71.15637,0.0,16.0,STOPPED_AT,1717090477,2187,y1981,1981,MANY_SEATS_AVAILABLE,20.0,,
G-10078,61723206,13:39:00,20240530,SCHEDULED,Mattapan,0.0,42.27053,-71.06629,270.0,4.0,INCOMING_AT,1717090477,70267,G-10078,3268,,,"[{'label': '3268', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}]",10.5
y1692,62145773,12:56:00,20240530,SCHEDULED,14,0.0,42.286797,-71.108315,231.0,31.0,IN_TRANSIT_TO,1717090478,10421,y1692,1692,MANY_SEATS_AVAILABLE,0.0,,
y1653,62145269,13:30:00,20240530,SCHEDULED,30,1.0,42.269848,-71.09722,311.0,3.0,STOPPED_AT,1717090473,16459,y1653,1653,MANY_SEATS_AVAILABLE,0.0,,
y1944,61871032,13:37:00,20240530,SCHEDULED,89,0.0,42.38414,-71.0762,191.0,1.0,STOPPED_AT,1717090476,29011,y1944,1944,MANY_SEATS_AVAILABLE,0.0,,
G-10251,61804306,13:37:00,20240530,SCHEDULED,Green-C,1.0,42.33851,-71.13843,45.0,210.0,STOPPED_AT,1717090469,70232,G-10251,3701-3862,,,"[{'label': '3701', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3862', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",4.3
B-547C9406,62248795,13:04:00,20240530,SCHEDULED,Blue,1.0,42.39856,-70.99172,350.0,100.0,IN_TRANSIT_TO,1717090474,70058,B-547C9406,0728,,,"[{'label': '0728', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '0729', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '0712', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '0713', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '0772', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '0773', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
y1739,61392410,13:20:00,20240530,SCHEDULED,15,1.0,42.32847,-71.07895,302.0,16.0,IN_TRANSIT_TO,1717090475,1489,y1739,1739,FEW_SEATS_AVAILABLE,40.0,,
y0782,61929004,13:40:00,20240530,SCHEDULED,220,0.0,42.252308,-71.00519,0.0,1.0,STOPPED_AT,1717090265,32004,y0782,0782,MANY_SEATS_AVAILABLE,20.0,,
G-10090,ADDED-1581923725,12:58:45,20240530,ADDED,Green-C,1.0,42.34977,-71.07825,60.0,570.0,STOPPED_AT,1717090448,70154,G-10090,3852-3673-3672,,,"[{'label': '3852', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3673', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '3672', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}]",
1714,CR-660253-154,12:54:00,20240530,SCHEDULED,CR-Newburyport,1.0,42.491825,-70.90879,214.0,70.0,IN_TRANSIT_TO,1717090450,ER-0128-02,1714,1714,,,,29.5
y1650,62144628,13:15:00,20240530,SCHEDULED,24,0.0,42.26391,-71.10151,0.0,21.0,STOPPED_AT,1717090471,6371,y1650,1650,MANY_SEATS_AVAILABLE,20.0,,
y1676,62144591,12:58:00,20240530,SCHEDULED,29,1.0,42.31942,-71.09838,0.0,29.0,STOPPED_AT,1717090474,1216,y1676,1676,FEW_SEATS_AVAILABLE,40.0,,
y0803,61929410,13:22:00,20240530,SCHEDULED,240,1.0,42.171497,-71.04687,338.0,27.0,IN_TRANSIT_TO,1717090474,4283,y0803,0803,MANY_SEATS_AVAILABLE,20.0,,
G-10083,ADDED-1581923777,13:31:14,20240530,ADDED,Green-D,1.0,42.34788,-71.08627,105.0,570.0,INCOMING_AT,1717090410,70154,G-10083,3802-3610,,,"[{'label': '3802', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3610', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",
y3108,62216735,12:35:00,20240530,SCHEDULED,455,0.0,42.521267,-70.8956,356.0,70.0,IN_TRANSIT_TO,1717090476,4563,y3108,3108,MANY_SEATS_AVAILABLE,0.0,,
y1447,61869068,13:15:00,20240530,SCHEDULED,106,1.0,42.425297,-71.070564,105.0,20.0,STOPPED_AT,1717090471,5289,y1447,1447,MANY_SEATS_AVAILABLE,20.0,,
y3276,61394216,13:15:00,20240530,SCHEDULED,57,1.0,42.353474,-71.13751,0.0,24.0,IN_TRANSIT_TO,1717090472,926,y3276,3276,MANY_SEATS_AVAILABLE,20.0,,
G-10333,61804408,13:28:00,20240530,SCHEDULED,Green-C,0.0,42.35625,-71.06264,210.0,70.0,STOPPED_AT,1717090396,70197,G-10333,3829-3663,,,"[{'label': '3829', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3663', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",
y1437,62216032,13:03:00,20240530,SCHEDULED,116,0.0,42.414143,-71.00971,26.0,25.0,STOPPED_AT,1717090477,5765,y1437,1437,MANY_SEATS_AVAILABLE,20.0,,
R-547C8E37,61319222,13:48:00,20240530,SCHEDULED,Red,1.0,42.20749,-71.00173,10.0,1.0,STOPPED_AT,1717090460,Braintree-02,R-547C8E37,1869,,,"[{'label': '1879', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '1878', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '1877', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '1876', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '1868', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '1869', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
y0837,61868957,13:10:00,20240530,SCHEDULED,95,0.0,42.421303,-71.11733,44.0,22.0,STOPPED_AT,1717090476,5005,y0837,0837,MANY_SEATS_AVAILABLE,20.0,,
O-547C9404,ADDED-1581923754,13:42:00,20240530,ADDED,Orange,1.0,42.40364,-71.07702,357.0,180.0,IN_TRANSIT_TO,1717090463,70035,O-547C9404,1480,,,"[{'label': '1480', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 3, 'carriage_sequence': 1}, {'label': '1481', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 4, 'carriage_sequence': 2}, {'label': '1408', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '1409', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 5, 'carriage_sequence': 4}, {'label': '1473', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 3, 'carriage_sequence': 5}, {'label': '1472', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 9, 'carriage_sequence': 6}]",
y2099,61848908,13:00:00,20240530,SCHEDULED,87,1.0,42.379314,-71.094765,116.0,30.0,STOPPED_AT,1717090475,2597,y2099,2099,MANY_SEATS_AVAILABLE,20.0,,
y1222,61945663,13:15:00,20240530,SCHEDULED,28,0.0,42.305523,-71.084595,118.0,17.0,IN_TRANSIT_TO,1717090476,414,y1222,1222,MANY_SEATS_AVAILABLE,0.0,,
y1808,61391306,13:10:00,20240530,SCHEDULED,60,1.0,42.33158,-71.11755,0.0,19.0,IN_TRANSIT_TO,1717090477,1555,y1808,1808,MANY_SEATS_AVAILABLE,20.0,,
y1657,62145567,13:40:00,20240530,SCHEDULED,38,0.0,42.30301,-71.08518,14.0,1.0,STOPPED_AT,1717090476,1346,y1657,1657,MANY_SEATS_AVAILABLE,0.0,,
y3107,62216797,13:19:00,20240530,SCHEDULED,120,0.0,42.379128,-71.02768,61.0,8.0,IN_TRANSIT_TO,1717090474,5664,y3107,3107,MANY_SEATS_AVAILABLE,20.0,,
