id,vehicle_trip_trip_id,vehicle_trip_start_time,vehicle_trip_start_date,vehicle_trip_schedule_relationship,vehicle_trip_route_id,vehicle_trip_direction_id,vehicle_position_latitude,vehicle_position_longitude,vehicle_position_bearing,vehicle_current_stop_sequence,vehicle_current_status,vehicle_timestamp,vehicle_stop_id,vehicle_vehicle_id,vehicle_vehicle_label,vehicle_occupancy_status,vehicle_occupancy_percentage,vehicle_multi_carriage_details,vehicle_position_speed
G-10357,ADDED-1581923782,13:34:22,20240530,ADDED,Green-B,1.0,42.34018,-71.16709,135.0,1.0,STOPPED_AT,1717090461,70106,G-10357,3617,,,"[{'label': '3617', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}]",2.2
y0843,61869122,13:15:00,20240530,SCHEDULED,411,1.0,42.415604,-71.00872,0.0,15.0,IN_TRANSIT_TO,1717090475,6250,y0843,0843,MANY_SEATS_AVAILABLE,20.0,,
y1982,61870486,13:04:00,20240530,SCHEDULED,111,0.0,42.406006,-71.034325,57.0,22.0,IN_TRANSIT_TO,1717090478,5632,y1982,1982,MANY_SEATS_AVAILABLE,20.0,,
y3289,61394021,13:05:00,20240530,SCHEDULED,553,0.0,42.3687,-71.25001,290.0,42.0,IN_TRANSIT_TO,1717090475,88342,y3289,3289,MANY_SEATS_AVAILABLE,0.0,,
y1619,62145955,13:19:00,20240530,SCHEDULED,32,1.0,42.273674,-71.11998,4.0,16.0,STOPPED_AT,1717090479,6474,y1619,1619,FEW_SEATS_AVAILABLE,60.0,,
y1781,61391541,13:10:00,20240530,SCHEDULED,10,1.0,42.32492,-71.06505,225.0,22.0,IN_TRANSIT_TO,1717090470,127,y1781,1781,MANY_SEATS_AVAILABLE,20.0,,
1707,CR-660222-111,17:35:00,20240530,SCHEDULED,CR-Newburyport,0.0,42.36636,-71.06242,,0.0,STOPPED_AT,1717090437,BNT-0000-07,1707,1707,,,,
1840,CR-670278-820,11:35:00,20240530,SCHEDULED,CR-Providence,1.0,42.16277,-71.15378,31.0,80.0,STOPPED_AT,1717090461,NEC-2139-02,1840,1840,,,,5.8
y2092,61870736,13:17:00,20240530,SCHEDULED,104,1.0,42.406803,-71.05589,0.0,18.0,STOPPED_AT,1717090463,5496,y2092,2092,MANY_SEATS_AVAILABLE,40.0,,
y1718,62145977,13:31:00,20240530,SCHEDULED,32,1.0,42.251625,-71.12541,0.0,7.0,STOPPED_AT,1717090477,26466,y1718,1718,MANY_SEATS_AVAILABLE,0.0,,
y1260,61945595,13:25:00,20240530,SCHEDULED,28,0.0,42.331573,-71.09434,0.0,2.0,IN_TRANSIT_TO,1717090422,11257,y1260,1260,MANY_SEATS_AVAILABLE,0.0,,
y3152,61871427,13:50:00,20240530,SCHEDULED,112,1.0,42.38772,-71.07347,135.0,1.0,STOPPED_AT,1717090388,5271,y3152,3152,MANY_SEATS_AVAILABLE,20.0,,
y3258,61394399,13:40:00,20240530,SCHEDULED,19,0.0,42.340797,-71.07073,250.0,1.0,STOPPED_AT,1717090474,17862,y3258,3258,MANY_SEATS_AVAILABLE,0.0,,
G-10116,61804629,13:11:00,20240530,SCHEDULED,Green-E,1.0,42.34252,-71.08518,45.0,530.0,STOPPED_AT,1717090454,70242,G-10116,3685-3855,,,"[{'label': '3685', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3855', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",
y1963,61848780,13:30:00,20240530,SCHEDULED,87,1.0,42.408615,-71.1372,128.0,7.0,STOPPED_AT,1717090475,12652,y1963,1963,MANY_SEATS_AVAILABLE,0.0,,
y1853,61391074,13:31:00,20240530,SCHEDULED,23,1.0,42.290257,-71.07092,0.0,4.0,STOPPED_AT,1717090476,371,y1853,1853,MANY_SEATS_AVAILABLE,0.0,,
y3307,62216451,12:30:00,20240530,SCHEDULED,435,1.0,42.463562,-70.945404,125.0,59.0,STOPPED_AT,1717090476,6772,y3307,3307,MANY_SEATS_AVAILABLE,0.0,,
y1743,61392578,13:11:00,20240530,SCHEDULED,15,0.0,42.317608,-71.06625,0.0,14.0,STOPPED_AT,1717090469,11501,y1743,1743,MANY_SEATS_AVAILABLE,40.0,,
y1726,61392049,13:26:00,20240530,SCHEDULED,66,1.0,42.371067,-71.121346,0.0,3.0,STOPPED_AT,1717090476,2550,y1726,1726,MANY_SEATS_AVAILABLE,20.0,,
y1823,61391072,13:18:00,20240530,SCHEDULED,22,1.0,42.311108,-71.093185,340.0,18.0,STOPPED_AT,1717090478,1741,y1823,1823,MANY_SEATS_AVAILABLE,20.0,,
y1625,62144815,13:20:00,20240530,SCHEDULED,50,0.0,42.27068,-71.13222,193.0,19.0,STOPPED_AT,1717090478,2809,y1625,1625,MANY_SEATS_AVAILABLE,20.0,,
y1954,61870651,13:23:00,20240530,SCHEDULED,108,1.0,42.42962,-71.06089,210.0,16.0,STOPPED_AT,1717090477,5443,y1954,1954,,,,
y3100,62216037,13:23:00,20240530,SCHEDULED,116,0.0,42.389706,-71.03749,36.0,8.0,STOPPED_AT,1717090471,5749,y3100,3100,MANY_SEATS_AVAILABLE,40.0,,
y1813,61390941,13:20:00,20240530,SCHEDULED,708,0.0,42.335888,-71.087074,312.0,6.0,IN_TRANSIT_TO,1717090474,17863,y1813,1813,MANY_SEATS_AVAILABLE,0.0,,
y3120,61870061,12:58:00,20240530,SCHEDULED,111,1.0,42.37112,-71.062256,119.0,22.0,IN_TRANSIT_TO,1717090477,2829,y3120,3120,MANY_SEATS_AVAILABLE,20.0,,
y0767,61929151,13:10:00,20240530,SCHEDULED,225,1.0,42.25184,-71.00579,315.0,29.0,STOPPED_AT,1717090420,32000,y0767,0767,MANY_SEATS_AVAILABLE,0.0,,
y2035,61848563,14:07:00,20240530,SCHEDULED,71,1.0,42.369953,-71.066734,267.0,1.0,STOPPED_AT,1717090478,8178,y2035,2035,MANY_SEATS_AVAILABLE,20.0,,
y1703,62144700,13:26:00,20240530,SCHEDULED,42,0.0,42.317673,-71.09656,0.0,10.0,IN_TRANSIT_TO,1717090468,1186,y1703,1703,MANY_SEATS_AVAILABLE,40.0,,
y2029,61849366,13:35:00,20240530,SCHEDULED,77,0.0,42.3727,-71.12227,270.0,1.0,STOPPED_AT,1717090465,20761,y2029,2029,MANY_SEATS_AVAILABLE,20.0,,
y2053,61848644,13:18:00,20240530,SCHEDULED,73,0.0,42.37512,-71.13664,262.0,6.0,STOPPED_AT,1717090476,2026,y2053,2053,MANY_SEATS_AVAILABLE,20.0,,
y3314,62216781,13:45:00,20240530,SCHEDULED,120,0.0,42.36976,-71.03909,45.0,1.0,STOPPED_AT,1717090471,5740,y3314,3314,MANY_SEATS_AVAILABLE,0.0,,
1819,CR-660380-493,13:30:00,20240530,SCHEDULED,CR-Fitchburg,0.0,42.372826,-71.07139,,10.0,IN_TRANSIT_TO,1717090458,FR-0034-01,1819,1819,,,,4.9
y3245,61394004,13:25:00,20240530,SCHEDULED,59,1.0,42.311012,-71.22899,52.0,17.0,IN_TRANSIT_TO,1717090475,81449,y3245,3245,MANY_SEATS_AVAILABLE,20.0,,
y1458,61869400,13:27:00,20240530,SCHEDULED,137,0.0,42.438366,-71.06706,3.0,9.0,IN_TRANSIT_TO,1717090478,9220,y1458,1458,MANY_SEATS_AVAILABLE,20.0,,
G-10051,ADDED-1581923771,13:26:48,20240530,ADDED,Mattapan,1.0,42.26756,-71.09225,90.0,,IN_TRANSIT_TO,1717090434,,G-10051,3265,,,"[{'label': '3265', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}]",
y2077,61849577,13:19:00,20240530,SCHEDULED,64,0.0,42.364815,-71.11061,267.0,11.0,STOPPED_AT,1717090475,1062,y2077,2077,MANY_SEATS_AVAILABLE,20.0,,
y1262,61945644,12:55:00,20240530,SCHEDULED,28,0.0,42.27341,-71.09367,186.0,31.0,STOPPED_AT,1717090475,1718,y1262,1262,MANY_SEATS_AVAILABLE,20.0,,
y1409,61869580,13:05:00,20240530,SCHEDULED,112,1.0,42.40185,-71.04091,225.0,18.0,IN_TRANSIT_TO,1717090449,5646,y1409,1409,MANY_SEATS_AVAILABLE,40.0,,
y1777,61391404,,20240530,SCHEDULED,9,0.0,42.3426,-71.05678,135.0,9.0,STOPPED_AT,1717090473,151,y1777,1777,MANY_SEATS_AVAILABLE,20.0,,
y1845,61393234,14:05:00,20240530,SCHEDULED,19,0.0,42.33638,-71.08916,0.0,1.0,STOPPED_AT,1717090450,11323,y1845,1845,MANY_SEATS_AVAILABLE,0.0,,
y1702,62145575,13:24:00,20240530,SCHEDULED,31,0.0,42.293182,-71.096565,154.0,5.0,IN_TRANSIT_TO,1717090478,523,y1702,1702,MANY_SEATS_AVAILABLE,40.0,,
y1263,61945619,13:07:00,20240530,SCHEDULED,28,1.0,42.3282,-71.08313,335.0,31.0,IN_TRANSIT_TO,1717090470,64000,y1263,1263,MANY_SEATS_AVAILABLE,0.0,,
y1989,61848989,13:35:00,20240530,SCHEDULED,80,0.0,42.37215,-71.07789,120.0,1.0,STOPPED_AT,1717090476,70500,y1989,1989,MANY_SEATS_AVAILABLE,20.0,,
y3122,61870042,13:15:00,20240530,SCHEDULED,95,1.0,42.40822,-71.10408,0.0,19.0,STOPPED_AT,1717090466,2892,y3122,3122,MANY_SEATS_AVAILABLE,20.0,,
y1978,61848269,13:25:00,20240530,SCHEDULED,86,0.0,42.349346,-71.15338,78.0,9.0,STOPPED_AT,1717090478,1035,y1978,1978,,,,
y1669,62145424,14:13:00,20240530,SCHEDULED,33,0.0,42.25431,-71.16659,154.0,1.0,STOPPED_AT,1717090475,185,y1669,1669,,,,
1808,CR-660357-415,12:30:00,20240530,SCHEDULED,CR-Fitchburg,0.0,42.559055,-71.588165,,120.0,STOPPED_AT,1717090458,FR-0361-01,1808,1808,,,,
y3221,61394297,13:00:00,20240530,SCHEDULED,57,0.0,42.349194,-71.15267,215.0,18.0,IN_TRANSIT_TO,1717090477,973,y3221,3221,FEW_SEATS_AVAILABLE,40.0,,
y1218,61945629,13:17:00,20240530,SCHEDULED,28,1.0,42.300518,-71.08597,16.0,17.0,STOPPED_AT,1717090474,382,y1218,1218,MANY_SEATS_AVAILABLE,40.0,,
y1838,61392310_1,13:40:00,20240530,SCHEDULED,23,1.0,42.32962,-71.08235,197.0,1.0,STOPPED_AT,1717090478,390,y1838,1838,MANY_SEATS_AVAILABLE,0.0,,
R-547C8EAB,ADDED-1581923566,12:36:00,20240530,ADDED,Red,0.0,42.2734,-71.02786,135.0,190.0,INCOMING_AT,1717090455,70099,R-547C8EAB,1636,,,"[{'label': '1636', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '1637', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '1708', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '1709', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '1738', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '1739', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
B-547C941C,62248759,13:27:00,20240530,SCHEDULED,Blue,1.0,42.36115,-71.06208,105.0,1.0,STOPPED_AT,1717090425,70038,B-547C941C,0747,,,"[{'label': '0747', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '0746', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '0708', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '0709', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '0782', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '0783', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
y1810,61392591,13:50:00,20240530,SCHEDULED,44,0.0,42.33699,-71.0894,0.0,1.0,STOPPED_AT,1717090388,17863,y1810,1810,MANY_SEATS_AVAILABLE,20.0,,
y1682,62145236,13:30:00,20240530,SCHEDULED,30,0.0,42.288467,-71.12602,218.0,7.0,STOPPED_AT,1717090477,601,y1682,1682,MANY_SEATS_AVAILABLE,40.0,,
y1922,61394220,13:04:00,20240530,SCHEDULED,57,1.0,42.356068,-71.185234,76.0,5.0,IN_TRANSIT_TO,1717090476,9031,y1922,1922,MANY_SEATS_AVAILABLE,0.0,,
1838,CR-670145-519,12:55:00,20240530,SCHEDULED,CR-Worcester,0.0,42.29003,-71.33059,,70.0,IN_TRANSIT_TO,1717090450,WML-0177-01,1838,1838,,,,3.1
y0770,61929189,13:35:00,20240530,SCHEDULED,226,0.0,42.20716,-71.0013,0.0,1.0,STOPPED_AT,1717090433,38671,y0770,0770,MANY_SEATS_AVAILABLE,0.0,,
y1687,62146087,13:44:00,20240530,SCHEDULED,32,1.0,42.23751,-71.13268,180.0,1.0,STOPPED_AT,1717090450,42819,y1687,1687,MANY_SEATS_AVAILABLE,20.0,,
G-10361,61804977,13:16:00,20240530,SCHEDULED,Green-D,1.0,42.37695,-71.09396,300.0,1.0,STOPPED_AT,1717090470,Union Square-02,G-10361,3837-3628,,,"[{'label': '3837', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3628', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",
y1216,61946365,13:33:00,20240530,SCHEDULED,16,1.0,42.299835,-71.11401,0.0,1.0,STOPPED_AT,1717090318,875,y1216,1216,MANY_SEATS_AVAILABLE,20.0,,
y1792,61393230,13:05:00,20240530,SCHEDULED,16,1.0,42.326035,-71.062645,40.0,22.0,IN_TRANSIT_TO,1717090477,29049,y1792,1792,MANY_SEATS_AVAILABLE,20.0,,
y1782,61391737,13:00:00,20240530,SCHEDULED,1,0.0,42.336044,-71.07625,342.0,8.0,IN_TRANSIT_TO,1717090476,10590,y1782,1782,MANY_SEATS_AVAILABLE,20.0,,
1804,CR-670273-815,12:20:00,20240530,SCHEDULED,CR-Providence,0.0,42.12486,-71.184204,,50.0,STOPPED_AT,1717090447,NEC-2108-01,1804,1804,,,,
B-547C9421,62248766,13:08:00,20240530,SCHEDULED,Blue,0.0,42.35957,-71.05163,260.0,80.0,STOPPED_AT,1717090473,70043,B-547C9421,0715,,,"[{'label': '0715', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '0714', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '0730', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '0731', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '0749', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '0748', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
R-547C8F12,61319271,13:06:00,20240530,SCHEDULED,Red,0.0,42.34509,-71.05613,210.0,100.0,INCOMING_AT,1717090470,70081,R-547C8F12,1831,,,"[{'label': '1831', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '1830', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '1808', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '1809', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '1840', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '1841', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
y1772,61391073,13:21:00,20240530,SCHEDULED,23,1.0,42.30367,-71.07879,330.0,11.0,STOPPED_AT,1717090471,467,y1772,1772,FEW_SEATS_AVAILABLE,60.0,,
y0791,61929304,13:20:00,20240530,SCHEDULED,236,1.0,42.20895,-70.99981,16.0,15.0,IN_TRANSIT_TO,1717090476,39692,y0791,0791,MANY_SEATS_AVAILABLE,20.0,,
y1833,61392294,13:30:00,20240530,SCHEDULED,65,0.0,42.34364,-71.10225,225.0,5.0,STOPPED_AT,1717090450,1520,y1833,1833,MANY_SEATS_AVAILABLE,0.0,,
y1672,62146275,13:30:00,20240530,SCHEDULED,34E,1.0,42.158573,-71.218864,28.0,11.0,IN_TRANSIT_TO,1717090475,89617,y1672,1672,MANY_SEATS_AVAILABLE,20.0,,
y2044,61848504,13:35:00,20240530,SCHEDULED,71,1.0,42.366158,-71.1824,233.0,3.0,IN_TRANSIT_TO,1717090475,2049,y2044,2044,MANY_SEATS_AVAILABLE,0.0,,
y2070,61848359,13:19:00,20240530,SCHEDULED,71,1.0,42.36932,-71.17326,60.0,6.0,STOPPED_AT,1717090475,2052,y2070,2070,MANY_SEATS_AVAILABLE,0.0,,
R-547C9409,61319327,12:48:00,20240530,SCHEDULED,Red,1.0,42.35792,-71.06548,310.0,160.0,IN_TRANSIT_TO,1717090431,70074,R-547C9409,1747,,,"[{'label': '1747', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '1746', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '1615', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '1614', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '1634', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '1635', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
y0802,61929111,13:40:00,20240530,SCHEDULED,225,0.0,42.252808,-71.00534,315.0,1.0,STOPPED_AT,1717090449,32001,y0802,0802,MANY_SEATS_AVAILABLE,0.0,,
y1284,61946236,13:07:00,20240530,SCHEDULED,751,0.0,42.336273,-71.07734,214.0,9.0,STOPPED_AT,1717090473,55,y1284,1284,MANY_SEATS_AVAILABLE,0.0,,
y1617,62145856,13:30:00,20240530,SCHEDULED,14,0.0,42.32553,-71.09991,194.0,6.0,STOPPED_AT,1717090473,1753,y1617,1617,MANY_SEATS_AVAILABLE,0.0,,
y1689,62145829,13:10:00,20240530,SCHEDULED,41,1.0,42.329765,-71.09077,0.0,16.0,STOPPED_AT,1717090473,1145,y1689,1689,MANY_SEATS_AVAILABLE,20.0,,
O-547C87A3,ADDED-1581923727,13:25:00,20240530,ADDED,Orange,1.0,42.32725,-71.09803,15.0,40.0,INCOMING_AT,1717090473,70009,O-547C87A3,1418,,,"[{'label': '1418', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 8, 'carriage_sequence': 1}, {'label': '1419', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 8, 'carriage_sequence': 2}, {'label': '1422', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 0, 'carriage_sequence': 3}, {'label': '1423', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 7, 'carriage_sequence': 4}, {'label': '1465', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 4, 'carriage_sequence': 5}, {'label': '1464', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 4, 'carriage_sequence': 6}]",
y1622,62146214,12:55:00,20240530,SCHEDULED,34E,1.0,42.260773,-71.15753,42.0,61.0,IN_TRANSIT_TO,1717090478,621,y1622,1622,MANY_SEATS_AVAILABLE,0.0,,
y3350,62216281,12:59:00,20240530,SCHEDULED,119,1.0,42.39766,-70.99238,135.0,30.0,STOPPED_AT,1717090450,5810,y3350,3350,FEW_SEATS_AVAILABLE,40.0,,
G-10371,ADDED-1581923767,13:23:46,20240530,ADDED,Green-E,0.0,42.35305,-71.06457,200.0,100.0,INCOMING_AT,1717090418,70157,G-10371,3842-3668,,,"[{'label': '3842', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3668', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",
1853,CR-670193-616,13:05:00,20240530,SCHEDULED,CR-Needham,1.0,42.30721,-71.10969,26.0,90.0,IN_TRANSIT_TO,1717090450,NEC-2265-03,1853,1853,,,,8.9
y0784,61929330,13:35:00,20240530,SCHEDULED,238,1.0,42.156403,-71.0276,45.0,1.0,STOPPED_AT,1717090450,4255,y0784,0784,MANY_SEATS_AVAILABLE,20.0,,
y1433,61869562,13:00:00,20240530,SCHEDULED,134,1.0,42.421787,-71.118515,0.0,46.0,STOPPED_AT,1717090470,5008,y1433,1433,MANY_SEATS_AVAILABLE,0.0,,
y0823,61929003,13:10:00,20240530,SCHEDULED,220,0.0,42.252228,-70.90284,12.0,39.0,IN_TRANSIT_TO,1717090474,3558,y0823,0823,,,,
y1834,61392864,13:10:00,20240530,SCHEDULED,553,1.0,42.348843,-71.22851,73.0,31.0,IN_TRANSIT_TO,1717090475,7625,y1834,1834,MANY_SEATS_AVAILABLE,0.0,,
y3148,61870211,13:28:00,20240530,SCHEDULED,111,1.0,42.40583,-71.034874,0.0,11.0,IN_TRANSIT_TO,1717090475,5596,y3148,3148,MANY_SEATS_AVAILABLE,0.0,,
y1451,62216520,13:15:00,20240530,SCHEDULED,441,1.0,42.475315,-70.91478,228.0,41.0,IN_TRANSIT_TO,1717090476,4879,y1451,1451,MANY_SEATS_AVAILABLE,0.0,,
y1943,61848332,13:27:00,20240530,SCHEDULED,73,1.0,42.37814,-71.17034,123.0,9.0,STOPPED_AT,1717090475,2108,y1943,1943,MANY_SEATS_AVAILABLE,20.0,,
y1701,62146308,13:40:00,20240530,SCHEDULED,34,0.0,42.321026,-71.09306,48.0,1.0,STOPPED_AT,1717090471,1346,y1701,1701,MANY_SEATS_AVAILABLE,0.0,,
y3102,62216419,13:35:00,20240530,SCHEDULED,429,1.0,42.42764,-71.01163,315.0,1.0,STOPPED_AT,1717090414,6267,y3102,3102,MANY_SEATS_AVAILABLE,20.0,,
y0830,61929379,13:06:00,20240530,SCHEDULED,240,0.0,42.178726,-71.05076,0.0,48.0,STOPPED_AT,1717090473,4180,y0830,0830,MANY_SEATS_AVAILABLE,20.0,,
1857,CR-670088-051,13:18:00,20240530,SCHEDULED,CR-Kingston,0.0,42.299477,-71.05425,139.0,20.0,IN_TRANSIT_TO,1717090454,MM-0079-S,1857,1857,,,,21.9
y1846,61392889,13:40:00,20240530,SCHEDULED,44,0.0,42.327988,-71.08305,207.0,1.0,STOPPED_AT,1717090477,1346,y1846,1846,MANY_SEATS_AVAILABLE,0.0,,
B-547C9438,62248789,12:57:00,20240530,SCHEDULED,Blue,1.0,42.4135,-70.99162,20.0,110.0,STOPPED_AT,1717090468,70060,B-547C9438,0717,,,"[{'label': '0717', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '0716', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '0736', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '0737', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '0787', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '0786', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
G-10107,61805323,13:12:00,20240530,SCHEDULED,Green-B,0.0,42.35003,-71.10658,315.0,160.0,INCOMING_AT,1717090478,70145,G-10107,3813-3689,,,"[{'label': '3813', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3689', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",4.3
y1293,61912038,13:13:00,20240530,SCHEDULED,749,0.0,42.33273,-71.081215,0.0,11.0,STOPPED_AT,1717090476,61,y1293,1293,FEW_SEATS_AVAILABLE,60.0,,
y2004,61870085,13:10:00,20240530,SCHEDULED,91,0.0,42.38311,-71.07652,0.0,16.0,IN_TRANSIT_TO,1717090453,29001,y2004,2004,MANY_SEATS_AVAILABLE,20.0,,
y1761,61393238,13:15:00,20240530,SCHEDULED,8,1.0,42.321575,-71.062386,199.0,9.0,IN_TRANSIT_TO,1717090477,125,y1761,1761,MANY_SEATS_AVAILABLE,0.0,,
G-10253,61804554,12:41:00,20240530,SCHEDULED,Green-E,1.0,42.40839,-71.1173,331.0,710.0,STOPPED_AT,1717090456,70511,G-10253,3892-3608,,,"[{'label': '3892', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3608', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",4.8
y1278,61945392,13:23:00,20240530,SCHEDULED,749,0.0,42.350826,-71.06374,0.0,3.0,IN_TRANSIT_TO,1717090467,49002,y1278,1278,FEW_SEATS_AVAILABLE,40.0,,
G-10353,ADDED-1581923718,12:49:45,20240530,ADDED,Green-D,0.0,42.32886,-71.15983,225.0,510.0,INCOMING_AT,1717090474,70173,G-10353,3883-3655,,,"[{'label': '3883', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3655', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",14.8
y0763,61928799,13:36:00,20240530,SCHEDULED,215,1.0,42.251957,-71.005135,180.0,1.0,STOPPED_AT,1717090469,32003,y0763,0763,MANY_SEATS_AVAILABLE,0.0,,
